10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360,370,380,390,400,410,420,430,440,450,460,470,480,490,500,510,520,530,540,550,560,570,580,590,600,610,620,630,640,650,660,670,680,690,700,710,720,730,740,750,760,770,780,790,800,810,820,830,840,850,860,870,880,890,900,910,920,930,940,950,960,970,980,990,1000
0.391,1.182,1.954,3.136,4.659,6.773,8.656,10.069,12.854,14.868,17.723,20.959,35.077,26.991,29.676,33.664,35.718,45.396,45.768,49.053,52.82,57.41,67.288,65.605,73.761,78.259,82.848,88.428,94.4,99.52,105.03,111.542,119.647,127.763,134.155,140.036,144.274,160.405,160.335,169.162,176.776,184.962,194.019,198.167,205.541,220.679,230.018,247.01,244.575,252.651,266.987,274.452,291.795,300.191,302.475,311.262,325.96,338.574,350.376,355.046,371.276,386.265,393.318,408.176,418.336,432.383,441.169,447.05,463.993,472.579,490.864,520.239,522.033,537.543,552.25,571.527,577.007,592.647,606.614,622.915,629.027,659.374,663.282,688.229,688.549,707.435,728.816,737.542,774.283,779.593,821.672,803.468,829.397,862.069,889.522,892.628,902.006,912.165,923.256,948.474
0.331,1.012,1.823,3.366,5.11,6.182,8.196,10.67,13.014,15.459,17.824,19.667,35.237,25.469,29.556,33.444,37.691,41.088,45.216,49.935,53.882,56.898,63.5,66.356,72.047,78.119,101.914,89.169,94.469,103.327,107.865,111.652,124.907,126.16,129.557,140.698,144.786,153.582,162.128,163.03,176.576,183.169,194.681,205.892,209.96,218.246,227.753,237.311,244.816,256.227,262.679,272.538,282.878,295.082,305.892,317.003,324.617,336.51,351.308,358.161,374.152,379.421,394.54,403.658,420.72,435.459,447.191,463.271,464.454,496.394,496.164,513.267,526.672,546.44,543.464,561.298,579.021,592.367,607.345,612.184,672.178,660.747,663.051,697.457,699.581,827.844,736.25,732.583,754.795,796.956,801.013,802.716,816.703,861.178,855.738,868.972,907.967,922.565,935.339,957.711
0.361,1.152,1.944,3.176,4.479,6.222,7.795,9.879,11.783,14.959,16.702,20.779,24.025,26.06,30.969,33.864,36.74,41.098,45.066,48.202,56.668,58.642,61.928,66.286,72.307,76.936,86.644,86.214,94.87,100.081,110.029,115.078,120.229,124.416,132.241,137.982,148.943,150.756,156.939,167.398,171.897,182.347,196.454,197.205,215.229,218.405,229.546,234.756,249.294,256.848,265.706,278.43,279.311,307.134,302.886,317.625,325.95,337.652,352.03,356.298,372.439,391.054,383.248,405.552,422.473,434.537,445.347,458.262,470.064,487.036,497.326,503.297,534.687,536.971,545.588,561.147,587.357,595.833,600.211,620.299,627.193,646.65,659.935,675.966,694.782,709.529,723.145,744.175,751.72,766.979,786.045,828.626,828.105,838.024,875.716,883.851,893.88,941.762,942.643,977.91
0.29,0.982,1.904,3.166,4.449,6.332,8.446,10.429,12.523,15.109,17.693,20.96,23.214,25.839,29.567,33.264,37.622,41.98,43.402,50.336,53.361,58.601,60.946,69.121,73.41,78.84,81.976,87.706,93.338,99.008,103.807,112.484,123.294,124.166,133.724,143.363,146.98,150.907,166.226,173.851,176.365,193.728,189.01,199.74,207.405,212.995,224.056,236.9,244.625,265.575,271.636,275.233,285.483,305.862,305.531,317.544,324.978,345.477,351.038,362.32,373.33,390.082,389.181,413.577,418.015,432.663,449.565,463.612,465.345,479.772,493.739,501.955,517.435,536.059,549.485,561.097,581.196,597.727,611.654,611.473,641.029,651.018,659.895,688.319,696.965,716.603,739.347,744.716,759.364,779.853,799.44,816.232,815.891,841.551,863.452,895.823,916.573,909.21,920.08,953.243
0.321,1.133,1.853,3.166,4.358,6.152,8.316,10.47,11.952,14.548,17.163,20.148,22.624,25.358,29.826,33.463,36.238,40.417,44.825,49.273,53.081,56.878,62.438,65.325,74.091,76.705,83.749,91.003,90.161,99.529,107.425,112.554,117.193,124.537,133.243,140.117,144.224,151.528,159.965,168.982,176.435,184.36,189.461,204.489,212.834,219.087,228.345,237.111,245.707,257.2,266.797,280.243,294.85,299.289,305.671,318.445,327.643,338.173,350.336,358.221,371.366,384.551,396.414,406.784,420.961,428.595,445.788,454.524,466.848,484.712,486.565,504.109,517.364,529.196,550.707,563.441,580.284,582.668,598.308,628.024,640.969,645.237,663.932,672.239,684.502,705.532,723.536,731.862,778.661,769.754,804.941,804.009,832.945,864.043,859.945,876.877,907.316,909.69,921.022,953.703
0.33,1.103,1.864,3.216,4.458,5.711,8.276,10.099,12.153,14.668,17.804,20.539,22.843,26.46,28.895,33.073,41.79,40.286,45.536,50.015,53.361,58.672,63.351,64.873,70.725,75.013,84.571,89.64,98.718,103.637,104.699,110.89,121.641,124.707,130.969,140.077,148.182,153.723,160.506,169.232,172.758,188.409,195.642,205.651,208.246,217.814,231.54,240.517,245.507,256.718,271.326,274.001,286.254,296.274,305.2,317.093,334.947,341.99,347.851,360.175,371.908,381.375,395.522,404.629,413.887,425.299,443.764,464.654,461.968,486.795,498.458,527.073,517.694,538.153,545.818,563.953,577.879,595.492,607.556,635.609,645.357,647.151,665.505,685.032,695.613,704.52,723.687,749.796,769.263,790.654,788.77,808.467,826.131,850.277,853.724,882.418,901.846,940.499,945.158,981.917
0.411,1.122,1.863,3.136,4.469,6.462,8.556,10.771,12.374,15.66,17.663,19.988,23.384,27.492,30.317,32.852,36.319,40.798,44.114,48.322,52.489,57.339,65.485,79.491,73.941,78.339,83.789,89.64,93.047,150.637,106.442,111.672,118.075,125.86,129.055,139.265,141.519,156.959,164.253,173.91,179.13,184.781,193.828,199.529,212.755,225.439,224.998,243.132,239.967,257.741,259.894,276.145,281.976,300.06,304.148,313.686,331.611,332.222,352.962,350.847,365.144,383.108,396.684,412.775,421.552,428.414,449.826,462.72,472.428,479.371,502.014,514.779,526.922,537.042,549.395,556.038,583.991,588.66,606.093,615.791,636.671,664.113,664.374,679.753,693.179,710.792,723.316,740.068,765.627,782.95,790.363,817.375,824.448,839.357,890.934,901.084,913.998,911.323,941.972,948.234
0.37,1.232,1.883,3.266,4.659,6.312,7.966,10.651,13.125,14.347,16.812,20.148,23.345,25.228,29.806,33.464,36.79,39.966,43.643,49.614,52.29,57.43,62.989,66.807,70.774,77.468,84.621,89.531,91.985,152.721,104.719,110.851,116.742,125.779,137.011,141.059,145.517,151.538,160.596,168.751,183.99,187.707,190.663,205.401,202.024,215.81,228.174,234.186,246.048,256.377,262.78,276.736,288.158,299.259,306.383,320.63,325.809,334.837,356.058,363.532,369.363,373.36,393.318,404.078,417.875,433.194,437.723,455.166,463.081,476.507,493.147,510.982,519.197,539.165,541.69,559.895,574.132,599.631,608.146,611.492,634.246,650.697,665.546,671.197,684.021,710.622,731.782,742.642,760.156,790.493,778.36,809.86,825.16,855.607,861.709,877.549,886.957,914.318,932.133,967.24
0.391,1.313,2.003,3.016,4.528,6.492,8.346,10.76,12.204,15.319,16.852,21.3,29.887,27.632,30.268,39.896,37.351,39.105,43.854,49.324,52.92,57.69,64.313,65.624,72.758,80.353,84.801,89.069,93.898,100.592,103.907,115.499,119.858,128.655,131.771,142.02,146.047,154.303,180.393,167.649,177.798,180.263,190.692,201.092,207.685,215.209,227.873,240.968,249.976,255.987,268.561,276.065,281.716,297.736,301.163,320.31,325.77,339.405,353.383,350.967,367.539,386.626,392.416,403.026,416.131,428.586,448.172,461.979,470.164,479.693,495.893,507.755,528.375,538.955,539.236,565.165,580.394,589.832,609.108,614.118,631.852,647.883,672.95,678.781,712.655,713.207,724.118,744.026,769.955,772.399,797.367,798.469,830.389,839.657,863.562,877.649,911.855,923.957,938.194,979.443
